transaction_id,customer_id,product_id,amount,quantity,transaction_date,channel
T00830,C0054,P008,472.33,3,2022-12-23,Mobile
T04336,C0218,P044,216.12,7,2022-12-23,Mobile
T00235,C0063,P069,861.42,2,2022-12-23,Online
T01940,C0196,P012,783.3,10,2022-12-23,Online
T00196,C0444,P045,1730.98,6,2022-12-23,Online
T03104,C0376,P006,3747.43,5,2022-12-24,Offline
T03304,C0087,P043,870.17,2,2022-12-24,Offline
T03747,C0233,P092,1537.65,6,2022-12-24,Online
T01310,C0485,P056,84.38,3,2022-12-24,Offline
T06111,C0388,P087,1841.53,8,2022-12-24,Offline
T05138,C0283,P086,1180.53,4,2022-12-24,Online
T05555,C0240,P062,436.18,9,2022-12-24,Mobile
T00668,C0243,P055,1410.18,6,2022-12-25,Offline
T03379,C0484,P036,363.62,6,2022-12-25,Mobile
T04141,C0335,P030,1945.37,10,2022-12-25,Online
T00827,C0233,P071,387.38,2,2022-12-25,Mobile
T00018,C0323,P096,176.13,8,2022-12-25,Offline
T03547,C0489,P062,974.67,1,2022-12-25,Offline
T06959,C0269,P066,391.63,2,2022-12-25,Online
T03136,C0284,P100,1073.3,10,2022-12-25,Offline
T04696,C0469,P044,1281.72,7,2022-12-26,Offline
T02204,C0201,P098,1053.11,7,2022-12-26,Mobile
T03488,C0349,P097,643.51,9,2022-12-26,Offline
T05021,C0431,P096,523.36,8,2022-12-26,Mobile
T03552,C0465,P073,647.09,3,2022-12-27,Online
T00146,C0292,P028,1093.93,4,2022-12-27,Offline
T02405,C0399,P055,337.14,9,2022-12-27,Online
T02262,C0289,P013,575.66,4,2022-12-27,Online
T05015,C0116,P084,500.83,8,2022-12-27,Online
T01912,C0292,P015,519.27,4,2022-12-27,Offline
T07690,C0195,P080,752.27,5,2022-12-27,Online
T07225,C0171,P052,1581.83,8,2022-12-27,Online
T00800,C0233,P002,468.9,5,2022-12-27,Offline
T02325,C0206,P058,599.5,2,2022-12-28,Offline
T07892,C0046,P040,2078.9,6,2022-12-28,Online
T02869,C0294,P081,607.63,10,2022-12-28,Offline
T02425,C0033,P048,127.9,6,2022-12-28,Online
T07014,C0443,P099,204.69,2,2022-12-28,Offline
T06222,C0263,P033,543.99,8,2022-12-28,Online
T01814,C0222,P048,1003.37,8,2022-12-28,Mobile
T06590,C0319,P022,1718.0,8,2022-12-28,Offline
T04833,C0164,P096,850.04,5,2022-12-28,Online
T03680,C0312,P040,2478.62,10,2022-12-29,Online
T06521,C0159,P021,1862.77,5,2022-12-29,Offline
T00816,C0435,P094,157.13,7,2022-12-29,Offline
T05706,C0161,P033,901.21,5,2022-12-29,Offline
T00683,C0397,P044,1151.83,7,2022-12-29,Offline
T00263,C0236,P015,438.35,4,2022-12-29,Mobile
T06025,C0474,P098,526.64,3,2022-12-29,Offline
T02995,C0145,P043,1909.41,4,2022-12-29,Online
T07931,C0087,P100,2011.07,9,2022-12-29,Online
T06806,C0283,P034,3206.45,3,2022-12-29,Mobile
T02850,C0384,P044,556.94,7,2022-12-30,Offline
T05985,C0004,P028,1504.89,2,2022-12-30,Offline
T06334,C0472,P093,1143.28,6,2022-12-30,Online
T02964,C0213,P083,735.94,6,2022-12-31,Offline
T04195,C0194,P065,1367.42,7,2022-12-31,Online
T01435,C0288,P032,1031.93,8,2022-12-31,Mobile
T04566,C0170,P046,874.44,7,2022-12-31,Online
T06859,C0149,P064,1528.75,6,2022-12-31,Online
T07457,C0461,P067,351.43,7,2022-12-31,Offline
T03490,C0397,P062,234.15,2,2022-12-31,Online
T07714,C0005,P017,426.06,4,2022-12-31,Mobile
T07782,C0165,P009,1147.49,1,2022-12-31,Online
T01823,C0444,P097,273.48,7,2023-01-01,Online
T06315,C0083,P010,1513.2,9,2023-01-01,Online
T03395,C0499,P025,2342.35,8,2023-01-01,Online
T05360,C0141,P021,509.22,9,2023-01-01,Offline
T02135,C0023,P010,526.79,6,2023-01-01,Online
T04321,C0209,P064,2322.45,3,2023-01-01,Offline
T01740,C0287,P067,1351.03,2,2023-01-02,Online
T03635,C0251,P080,593.36,5,2023-01-02,Mobile
T07073,C0246,P096,2160.35,2,2023-01-02,Mobile
T03891,C0074,P057,3160.56,4,2023-01-02,Online
T00909,C0286,P082,1205.15,2,2023-01-02,Mobile
T07621,C0174,P007,1230.14,7,2023-01-02,Offline
T04920,C0016,P066,1583.36,1,2023-01-03,Mobile
T03312,C0484,P082,997.0,7,2023-01-03,Mobile
T04253,C0491,P010,1923.92,3,2023-01-03,Online
T04989,C0465,P011,415.92,1,2023-01-03,Offline
T07612,C0221,P026,383.45,3,2023-01-03,Online
T00590,C0179,P091,1582.48,5,2023-01-03,Online
T03461,C0442,P080,1449.1,2,2023-01-03,Offline
T06975,C0299,P025,1225.22,9,2023-01-03,Offline
T00962,C0214,P050,825.86,1,2023-01-03,Offline
T07031,C0411,P080,1217.78,1,2023-01-04,Online
T07197,C0401,P003,1401.56,8,2023-01-04,Mobile
T04170,C0334,P086,170.99,5,2023-01-04,Online
T06310,C0158,P009,622.31,2,2023-01-04,Online
T03688,C0270,P001,795.44,4,2023-01-05,Mobile
T04088,C0308,P056,889.28,7,2023-01-05,Mobile
T06846,C0280,P094,1157.94,6,2023-01-05,Online
T03336,C0081,P058,342.5,1,2023-01-05,Mobile
T07659,C0040,P084,1365.03,7,2023-01-05,Mobile
T01848,C0005,P092,740.32,4,2023-01-05,Online
T07502,C0465,P072,874.6,10,2023-01-06,Online
T01949,C0149,P034,338.62,8,2023-01-06,Online
T03739,C0012,P029,2101.41,2,2023-01-06,Online
T03343,C0327,P010,802.99,1,2023-01-06,Offline
T04473,C0325,P028,811.38,7,2023-01-07,Mobile
T07271,C0393,P022,765.21,6,2023-01-08,Offline
T03473,C0449,P028,1084.93,6,2023-01-08,Online
T07781,C0108,P074,1667.98,10,2023-01-08,Online
T01359,C0195,P028,2095.8,3,2023-01-08,Mobile
T01846,C0232,P050,898.09,5,2023-01-08,Online
T03139,C0239,P036,20.78,5,2023-01-08,Offline
T06737,C0301,P008,1328.54,6,2023-01-09,Mobile
T07060,C0137,P044,703.83,6,2023-01-09,Offline
T00752,C0167,P087,493.17,7,2023-01-09,Online
T03130,C0437,P100,310.48,10,2023-01-09,Online
T05833,C0031,P088,2254.87,8,2023-01-09,Offline
T07661,C0319,P058,380.22,3,2023-01-09,Offline
T05443,C0112,P042,778.04,1,2023-01-10,Online
T04086,C0476,P040,1851.36,9,2023-01-10,Online
T06291,C0038,P094,463.35,4,2023-01-10,Online
T03709,C0126,P076,397.34,3,2023-01-10,Mobile
T00162,C0030,P061,422.02,3,2023-01-10,Online
T03309,C0190,P047,879.81,5,2023-01-10,Mobile
T04445,C0156,P087,1650.72,3,2023-01-10,Online
T06938,C0462,P022,1263.96,6,2023-01-10,Mobile
T07507,C0022,P054,829.2,8,2023-01-11,Mobile
T07376,C0272,P091,656.48,5,2023-01-11,Offline
T03066,C0301,P013,92.53,6,2023-01-11,Online
T04397,C0230,P049,242.0,5,2023-01-11,Offline
T07010,C0070,P006,393.87,4,2023-01-11,Mobile
T02402,C0357,P070,2560.91,8,2023-01-11,Online
T00336,C0199,P094,1454.69,6,2023-01-11,Offline
T04470,C0179,P064,2447.82,8,2023-01-11,Online
T02414,C0095,P072,660.89,8,2023-01-11,Online
T04249,C0426,P095,496.27,5,2023-01-12,Online
T07440,C0164,P056,1624.23,9,2023-01-12,Offline
T06693,C0428,P074,988.63,7,2023-01-12,Offline
T03633,C0173,P093,154.75,3,2023-01-12,Offline
T05142,C0036,P039,3487.57,10,2023-01-12,Online
T01561,C0414,P045,700.59,4,2023-01-13,Online
T03793,C0322,P062,689.85,7,2023-01-13,Online
T00161,C0472,P009,1451.59,10,2023-01-13,Offline
T07891,C0233,P050,1205.27,8,2023-01-13,Mobile
T01942,C0286,P003,1050.24,9,2023-01-14,Online
T01094,C0242,P008,1421.02,5,2023-01-14,Mobile
T07664,C0466,P009,446.0,3,2023-01-14,Online
T05951,C0022,P066,1100.07,5,2023-01-14,Offline
T05771,C0098,P012,501.15,1,2023-01-14,Offline
T04153,C0095,P032,1469.84,1,2023-01-14,Offline
T05956,C0259,P034,737.49,6,2023-01-14,Offline
T06738,C0122,P007,169.56,7,2023-01-14,Mobile
T00635,C0102,P085,991.18,10,2023-01-14,Online
T04289,C0322,P037,149.51,3,2023-01-14,Online
T03394,C0174,P003,560.04,6,2023-01-14,Online
T00533,C0279,P007,2123.26,10,2023-01-15,Online
T07741,C0323,P052,841.33,4,2023-01-15,Online
T07146,C0213,P017,2649.57,9,2023-01-15,Online
T06378,C0333,P063,2314.22,4,2023-01-15,Online
T02976,C0495,P095,1282.09,1,2023-01-15,Online
T06930,C0279,P036,1094.49,4,2023-01-15,Online
T05923,C0385,P050,468.35,4,2023-01-16,Online
T04754,C0313,P099,166.08,8,2023-01-16,Offline
T07289,C0267,P001,559.27,5,2023-01-16,Mobile
T05071,C0377,P062,1925.81,10,2023-01-16,Offline
T02885,C0377,P027,1585.17,10,2023-01-16,Online
T03779,C0462,P034,535.0,6,2023-01-16,Offline
T05836,C0109,P049,849.34,7,2023-01-16,Offline
T00381,C0492,P042,1152.68,10,2023-01-17,Online
T04890,C0408,P070,602.89,4,2023-01-17,Online
T05553,C0466,P051,768.7,9,2023-01-17,Offline
T04106,C0111,P088,980.94,3,2023-01-17,Online
T06313,C0414,P005,261.08,8,2023-01-17,Online
T05556,C0350,P035,133.78,10,2023-01-17,Mobile
T04020,C0066,P007,547.33,8,2023-01-17,Offline
T07519,C0171,P078,959.23,1,2023-01-17,Offline
T06099,C0322,P090,1188.82,6,2023-01-18,Mobile
T02379,C0249,P074,450.78,6,2023-01-18,Online
T03702,C0349,P085,486.84,4,2023-01-18,Mobile
T05247,C0309,P020,116.69,10,2023-01-18,Mobile
T01145,C0158,P021,1897.4,7,2023-01-18,Offline
T05095,C0307,P065,588.54,1,2023-01-19,Online
T07458,C0014,P072,875.95,9,2023-01-19,Online
T04303,C0374,P048,435.6,3,2023-01-20,Online
T06825,C0289,P077,783.67,5,2023-01-20,Online
T05106,C0441,P012,1781.83,6,2023-01-20,Online
T05271,C0055,P057,1178.59,2,2023-01-20,Mobile
T00856,C0394,P019,1231.96,6,2023-01-21,Online
T01565,C0152,P033,1154.75,2,2023-01-21,Mobile
T07722,C0195,P046,739.92,10,2023-01-21,Online
T00227,C0168,P022,350.04,10,2023-01-21,Online
T03338,C0069,P037,920.61,7,2023-01-21,Offline
T03041,C0475,P071,1768.0,10,2023-01-22,Online
T07646,C0353,P084,416.64,8,2023-01-22,Mobile
T01200,C0229,P081,1087.01,4,2023-01-22,Mobile
T04946,C0398,P063,1681.8,7,2023-01-22,Offline
T05626,C0120,P013,1413.74,8,2023-01-22,Offline
T04511,C0407,P003,274.75,5,2023-01-22,Offline
T07467,C0133,P032,2933.39,6,2023-01-22,Online
T04570,C0290,P063,522.65,6,2023-01-22,Online
T03970,C0148,P015,767.59,3,2023-01-23,Mobile
T00107,C0047,P060,560.64,5,2023-01-23,Online
T00896,C0444,P085,956.84,4,2023-01-23,Offline
T06297,C0076,P049,1592.97,9,2023-01-23,Online
T02278,C0136,P001,860.77,8,2023-01-23,Offline
T03022,C0196,P016,175.72,10,2023-01-24,Offline
T00308,C0152,P003,1027.32,10,2023-01-24,Offline
T01952,C0444,P094,1390.29,6,2023-01-24,Offline
T01464,C0201,P014,762.95,2,2023-01-24,Online
T05552,C0486,P011,521.31,6,2023-01-24,Online
T02625,C0114,P085,1337.13,5,2023-01-24,Mobile
T03770,C0293,P089,891.18,3,2023-01-24,Offline
T04064,C0066,P098,1783.87,4,2023-01-24,Mobile
T06101,C0387,P078,749.81,10,2023-01-24,Online
T01090,C0454,P045,665.36,4,2023-01-24,Offline
T05159,C0066,P067,576.77,1,2023-01-24,Mobile
T06338,C0428,P009,991.46,1,2023-01-25,Online
T00284,C0226,P088,1484.62,4,2023-01-25,Mobile
T00679,C0175,P006,167.02,7,2023-01-25,Mobile
T05229,C0478,P093,469.32,5,2023-01-25,Online
T04893,C0080,P004,1232.0,8,2023-01-25,Offline
T00159,C0390,P015,2103.72,5,2023-01-25,Offline
T02790,C0115,P099,451.25,7,2023-01-25,Offline
T06890,C0394,P067,537.84,3,2023-01-25,Online
T03025,C0237,P021,225.95,1,2023-01-25,Offline
T04360,C0364,P077,675.12,9,2023-01-25,Offline
T06646,C0426,P055,1463.29,4,2023-01-26,Offline
T00320,C0218,P094,4055.54,6,2023-01-26,Online
T04035,C0066,P048,310.17,4,2023-01-26,Offline
T01767,C0287,P088,2467.91,9,2023-01-26,Offline
T00459,C0431,P079,130.59,1,2023-01-26,Mobile
T00310,C0405,P032,914.03,8,2023-01-26,Mobile
T07959,C0032,P061,1382.07,7,2023-01-27,Offline
T02228,C0208,P081,1315.13,5,2023-01-27,Mobile
T03060,C0211,P087,1358.81,5,2023-01-27,Offline
T07652,C0372,P090,199.83,2,2023-01-27,Online
T00906,C0492,P054,164.56,9,2023-01-27,Offline
T03576,C0054,P082,1063.22,3,2023-01-27,Offline
T01513,C0022,P099,478.5,4,2023-01-27,Offline
T02777,C0479,P099,1367.52,4,2023-01-27,Online
T02719,C0023,P020,590.43,10,2023-01-28,Offline
T03404,C0042,P038,1540.68,10,2023-01-28,Online
T02238,C0485,P092,804.81,8,2023-01-28,Offline
T01951,C0129,P080,1264.2,8,2023-01-28,Offline
T05049,C0468,P040,556.68,1,2023-01-28,Online
T03484,C0428,P017,1198.93,9,2023-01-28,Mobile
T07619,C0067,P066,1155.85,1,2023-01-28,Offline
T03140,C0411,P046,1109.88,2,2023-01-28,Mobile
T04935,C0134,P031,726.81,10,2023-01-29,Offline
T00377,C0304,P022,1282.52,5,2023-01-29,Mobile
T01616,C0282,P090,1320.33,9,2023-01-29,Offline
T03211,C0384,P003,1921.8,2,2023-01-29,Offline
T00380,C0359,P032,2110.52,5,2023-01-29,Offline
T02083,C0417,P055,606.21,8,2023-01-29,Online
T06497,C0095,P083,873.85,9,2023-01-29,Online
T07097,C0225,P068,1348.95,5,2023-01-29,Mobile
T06775,C0494,P083,1135.54,8,2023-01-29,Online
T05830,C0275,P054,712.51,8,2023-01-30,Online
T05375,C0438,P057,545.61,4,2023-01-30,Online
T04341,C0155,P027,1020.99,6,2023-01-30,Offline
T01585,C0074,P020,866.74,8,2023-01-30,Online
T01834,C0363,P011,330.99,3,2023-01-30,Mobile
T01874,C0224,P075,1594.02,4,2023-01-30,Mobile
T03357,C0005,P007,1204.79,1,2023-01-30,Online
T06108,C0477,P063,1193.61,3,2023-01-31,Online
T00549,C0024,P002,1294.23,4,2023-01-31,Offline
T03741,C0392,P093,1196.83,2,2023-01-31,Online
T00970,C0004,P009,127.64,1,2023-01-31,Online
T01592,C0091,P099,302.62,4,2023-01-31,Online
T07022,C0338,P065,741.01,6,2023-01-31,Mobile
T00652,C0457,P010,97.41,1,2023-01-31,Mobile
T05044,C0104,P022,188.39,2,2023-02-01,Online
T05886,C0351,P060,1343.81,7,2023-02-01,Offline
T01246,C0395,P049,1598.6,3,2023-02-01,Mobile
T05860,C0444,P079,156.7,4,2023-02-01,Offline
T04797,C0359,P048,1396.46,3,2023-02-01,Online
T02006,C0082,P006,605.95,1,2023-02-01,Online
T02710,C0432,P003,493.53,8,2023-02-01,Online
T00937,C0260,P057,1301.84,6,2023-02-01,Online
T02125,C0451,P079,472.84,1,2023-02-02,Online
T04270,C0107,P020,257.25,5,2023-02-02,Online
T03174,C0327,P078,783.42,7,2023-02-02,Online
T03883,C0112,P099,1611.87,9,2023-02-02,Mobile
T03406,C0045,P006,586.39,1,2023-02-02,Offline
T05383,C0158,P092,918.95,10,2023-02-02,Offline
T07906,C0180,P035,269.25,3,2023-02-03,Online
T00859,C0160,P077,508.32,4,2023-02-03,Offline
T00267,C0478,P060,320.55,8,2023-02-03,Mobile
T05326,C0250,P014,365.88,8,2023-02-03,Offline
T04502,C0104,P088,231.1,5,2023-02-03,Online
T03371,C0297,P082,785.63,4,2023-02-03,Mobile
T01763,C0333,P014,464.3,8,2023-02-04,Offline
T03132,C0250,P004,238.51,9,2023-02-04,Online
T05056,C0199,P021,1180.38,4,2023-02-04,Mobile
T00359,C0191,P039,175.15,2,2023-02-04,Online
T07810,C0453,P067,1099.55,10,2023-02-04,Mobile
T01620,C0017,P059,1249.44,7,2023-02-04,Online
T06471,C0030,P013,987.41,6,2023-02-04,Mobile
T02212,C0478,P065,1261.54,8,2023-02-05,Online
T04238,C0186,P007,1920.69,5,2023-02-05,Offline
T01757,C0451,P009,302.19,2,2023-02-05,Offline
T03249,C0354,P045,688.6,5,2023-02-06,Offline
T06057,C0294,P007,1243.68,2,2023-02-06,Offline
T06381,C0050,P071,500.08,5,2023-02-06,Offline
T06729,C0326,P066,892.68,6,2023-02-06,Offline
T03353,C0444,P024,1193.56,9,2023-02-06,Online
T07752,C0248,P038,11.59,3,2023-02-07,Online
T00217,C0248,P093,1663.23,3,2023-02-07,Offline
T05766,C0318,P088,807.01,2,2023-02-07,Online
T00283,C0336,P047,372.08,2,2023-02-07,Online
T07662,C0441,P005,581.34,4,2023-02-07,Offline
T00971,C0464,P018,1098.98,10,2023-02-07,Online
T00833,C0004,P079,484.62,5,2023-02-07,Offline
T05635,C0446,P060,622.27,7,2023-02-07,Offline
T04652,C0215,P047,323.78,9,2023-02-08,Offline
T04037,C0118,P033,1011.55,2,2023-02-08,Online
T05081,C0055,P012,612.16,2,2023-02-08,Offline
T06349,C0450,P038,2022.6,1,2023-02-08,Mobile
T05861,C0441,P002,1219.43,9,2023-02-08,Online
T03457,C0323,P100,951.77,9,2023-02-08,Offline
T07860,C0199,P072,624.1,6,2023-02-09,Offline
T06453,C0079,P022,1536.32,7,2023-02-09,Offline
T07593,C0089,P019,948.31,9,2023-02-09,Offline
T06326,C0026,P079,651.33,8,2023-02-09,Mobile
T00529,C0030,P060,416.36,10,2023-02-09,Offline
T02287,C0259,P036,1794.75,9,2023-02-09,Offline
T04930,C0479,P064,2335.58,8,2023-02-09,Online
T03319,C0230,P091,441.33,8,2023-02-09,Online
T00872,C0188,P061,693.02,6,2023-02-09,Mobile
T05602,C0058,P086,188.63,1,2023-02-10,Mobile
T04631,C0365,P059,670.91,10,2023-02-10,Offline
T01685,C0129,P037,928.31,1,2023-02-10,Offline
T04575,C0070,P041,633.75,8,2023-02-10,Online
T02587,C0362,P090,1006.98,3,2023-02-10,Online
T02558,C0358,P084,165.86,2,2023-02-10,Offline
T07155,C0030,P081,299.14,1,2023-02-10,Mobile
T00733,C0352,P063,1208.96,6,2023-02-10,Online
T01992,C0047,P021,427.46,6,2023-02-10,Offline
T06986,C0474,P012,665.4,5,2023-02-11,Offline
T04403,C0424,P017,1473.66,5,2023-02-11,Mobile
T05912,C0306,P082,1845.65,4,2023-02-12,Online
T04239,C0249,P049,1041.19,9,2023-02-12,Offline
T05158,C0031,P057,676.15,1,2023-02-12,Online
T01097,C0383,P073,434.98,5,2023-02-12,Mobile
T02980,C0180,P072,356.5,10,2023-02-12,Offline
T04877,C0274,P066,760.68,3,2023-02-12,Mobile
T01002,C0484,P033,1546.98,5,2023-02-13,Offline
T07496,C0063,P095,343.24,10,2023-02-13,Online
T00415,C0495,P062,2859.17,10,2023-02-13,Mobile
T05721,C0044,P077,4940.54,2,2023-02-13,Online
T05325,C0390,P082,652.08,7,2023-02-13,Offline
T07990,C0462,P062,72.81,9,2023-02-13,Mobile
T05840,C0404,P066,1114.38,6,2023-02-13,Offline
T06841,C0062,P032,293.98,7,2023-02-13,Offline
T02642,C0358,P019,1360.23,3,2023-02-13,Online
T04848,C0332,P027,1974.35,1,2023-02-14,Online
T00885,C0311,P032,356.36,1,2023-02-14,Online
T00503,C0327,P077,707.72,2,2023-02-14,Mobile
T02522,C0147,P094,1977.78,10,2023-02-14,Mobile
T03507,C0132,P079,470.95,1,2023-02-14,Online
T00858,C0172,P094,949.4,6,2023-02-14,Offline
T01268,C0413,P051,1032.88,4,2023-02-14,Offline
T00342,C0066,P033,866.63,3,2023-02-15,Online
T00899,C0314,P034,1003.4,5,2023-02-15,Online
T02917,C0388,P007,1317.98,5,2023-02-15,Mobile
T02339,C0106,P065,650.8,10,2023-02-15,Offline
T01365,C0186,P011,275.31,9,2023-02-16,Offline
T02620,C0307,P096,754.53,7,2023-02-16,Offline
T07003,C0151,P044,201.65,10,2023-02-16,Online
T06130,C0352,P091,1273.05,6,2023-02-16,Online
T07687,C0081,P033,608.81,4,2023-02-16,Mobile
T04780,C0266,P052,1744.43,10,2023-02-17,Offline
T03337,C0296,P021,447.72,3,2023-02-17,Online
T06676,C0365,P005,134.07,4,2023-02-17,Offline
T01698,C0341,P008,773.97,8,2023-02-17,Mobile
T07218,C0255,P020,1327.78,6,2023-02-18,Online
T05669,C0145,P049,1182.5,3,2023-02-18,Mobile
T05485,C0375,P089,743.12,7,2023-02-18,Online
T05904,C0393,P011,2647.92,4,2023-02-18,Mobile
T00600,C0046,P007,539.84,1,2023-02-18,Offline
T05415,C0373,P022,725.05,8,2023-02-18,Offline
T07709,C0123,P058,729.12,5,2023-02-18,Mobile
T01744,C0008,P052,2024.65,3,2023-02-19,Mobile
T00908,C0120,P067,1065.94,7,2023-02-19,Mobile
T03077,C0417,P032,218.92,7,2023-02-19,Mobile
T01708,C0039,P045,363.01,8,2023-02-19,Offline
T02403,C0115,P069,516.71,4,2023-02-20,Offline
T05561,C0204,P049,900.11,4,2023-02-20,Mobile
T03071,C0152,P001,1188.56,6,2023-02-20,Online
T00953,C0080,P074,315.64,6,2023-02-20,Offline
T07199,C0029,P091,3746.77,10,2023-02-21,Offline
T03015,C0479,P097,167.2,5,2023-02-21,Offline
T04905,C0166,P096,813.98,3,2023-02-21,Offline
T01973,C0296,P056,959.91,5,2023-02-21,Online
T06731,C0329,P043,503.05,3,2023-02-21,Online
T02184,C0467,P070,692.03,5,2023-02-21,Offline
T03569,C0380,P025,1335.22,8,2023-02-22,Offline
T04058,C0257,P059,1867.39,9,2023-02-22,Offline
T04236,C0251,P037,1597.68,4,2023-02-22,Online
T01882,C0379,P019,1085.8,4,2023-02-22,Online
T01267,C0081,P013,1184.09,4,2023-02-22,Online
T06217,C0459,P010,823.34,7,2023-02-22,Offline
T01385,C0429,P085,384.71,10,2023-02-22,Mobile
T01470,C0215,P077,844.47,3,2023-02-22,Mobile
T04028,C0402,P058,1071.21,8,2023-02-23,Online
T05819,C0224,P034,727.49,3,2023-02-23,Offline
T02161,C0465,P071,468.57,4,2023-02-23,Offline
T04059,C0474,P026,316.77,8,2023-02-23,Mobile
T05942,C0108,P080,580.89,4,2023-02-23,Offline
T02396,C0087,P091,1486.49,9,2023-02-24,Mobile
T00192,C0408,P088,1118.34,8,2023-02-24,Mobile
T00063,C0311,P075,1006.32,4,2023-02-24,Offline
T06623,C0401,P055,313.56,9,2023-02-24,Online
T03580,C0131,P036,1609.51,7,2023-02-25,Online
T06843,C0403,P024,1705.95,2,2023-02-25,Online
T05844,C0074,P033,772.37,10,2023-02-25,Mobile
T03565,C0353,P011,1396.71,8,2023-02-25,Online
T02418,C0363,P057,517.58,9,2023-02-25,Mobile
T03112,C0250,P076,401.36,2,2023-02-25,Offline
T01518,C0420,P094,1567.21,7,2023-02-25,Offline
T02892,C0221,P029,305.83,10,2023-02-25,Offline
T04869,C0044,P055,506.29,5,2023-02-26,Online
T00649,C0297,P069,3123.91,6,2023-02-26,Online
T03383,C0487,P012,1438.83,5,2023-02-26,Offline
T04993,C0043,P095,1038.32,1,2023-02-26,Online
T02756,C0086,P040,3050.83,3,2023-02-26,Online
T00314,C0162,P099,1543.74,8,2023-02-26,Offline
T06286,C0243,P010,1790.67,6,2023-02-26,Offline
T04069,C0258,P066,2771.34,2,2023-02-26,Offline
T05875,C0349,P032,535.64,2,2023-02-26,Offline
T05490,C0253,P076,832.8,3,2023-02-26,Offline
T01055,C0089,P066,945.16,9,2023-02-27,Offline
T07883,C0120,P034,1112.99,8,2023-02-27,Mobile
T06849,C0238,P014,437.19,3,2023-02-27,Offline
T00252,C0364,P001,946.32,4,2023-02-27,Offline
T06549,C0141,P071,189.82,2,2023-02-27,Mobile
T02989,C0086,P096,687.07,5,2023-02-28,Online
T03848,C0442,P068,694.53,3,2023-02-28,Offline
T01254,C0130,P047,815.77,10,2023-02-28,Online
T07104,C0278,P098,1069.79,4,2023-03-01,Offline
T01727,C0190,P082,3672.7,1,2023-03-01,Online
T07939,C0375,P100,702.78,2,2023-03-01,Offline
T01750,C0177,P003,1193.56,6,2023-03-01,Online
T03281,C0267,P037,234.13,1,2023-03-01,Online
T00849,C0102,P018,764.08,9,2023-03-01,Offline
T05058,C0405,P063,936.34,9,2023-03-02,Offline
T07503,C0252,P011,1785.71,4,2023-03-02,Offline
T05526,C0371,P039,1403.08,8,2023-03-02,Offline
T01798,C0393,P023,1276.25,2,2023-03-03,Online
T00026,C0400,P089,1072.61,4,2023-03-03,Online
T04568,C0055,P099,307.52,6,2023-03-03,Online
T00550,C0315,P029,377.36,8,2023-03-03,Offline
T00432,C0060,P010,473.0,3,2023-03-03,Online
T05805,C0155,P071,2484.59,9,2023-03-03,Online
T07374,C0347,P005,421.06,2,2023-03-03,Mobile
T04377,C0199,P029,1142.92,2,2023-03-03,Offline
T05693,C0049,P011,665.1,10,2023-03-03,Mobile
T04147,C0485,P060,332.88,7,2023-03-03,Online
T00045,C0409,P058,189.77,3,2023-03-03,Mobile
T00444,C0233,P062,561.62,9,2023-03-03,Offline
T06382,C0360,P027,1861.67,6,2023-03-04,Online
T00932,C0424,P023,3572.0,4,2023-03-04,Mobile
T00470,C0317,P063,1481.02,7,2023-03-04,Online
T03311,C0086,P056,1500.93,10,2023-03-04,Mobile
T04027,C0490,P026,321.36,6,2023-03-04,Mobile
T02825,C0195,P073,616.19,4,2023-03-04,Online
T00700,C0408,P065,604.4,3,2023-03-05,Offline
T00501,C0010,P056,2179.88,8,2023-03-05,Mobile
T00402,C0438,P069,2283.13,1,2023-03-05,Offline
T00110,C0108,P050,795.8,2,2023-03-05,Online
T00014,C0229,P074,1301.03,10,2023-03-05,Online
T02127,C0407,P069,2005.71,10,2023-03-05,Online
T07385,C0119,P081,1663.43,7,2023-03-05,Online
T06397,C0313,P026,2984.22,9,2023-03-05,Offline
T02163,C0062,P070,674.37,9,2023-03-05,Mobile
T06122,C0154,P053,784.3,4,2023-03-05,Online
T00981,C0078,P076,900.47,10,2023-03-05,Online
T02604,C0479,P094,529.0,2,2023-03-05,Offline
T04493,C0460,P031,392.29,7,2023-03-06,Offline
T00650,C0476,P045,678.43,1,2023-03-06,Offline
T07624,C0042,P044,639.43,9,2023-03-06,Offline
T00163,C0485,P056,1035.8,2,2023-03-06,Offline
T00352,C0043,P063,120.59,6,2023-03-06,Mobile
T06366,C0082,P026,103.37,9,2023-03-07,Mobile
T04729,C0199,P040,525.66,2,2023-03-07,Mobile
T07078,C0021,P095,977.1,7,2023-03-07,Mobile
T05984,C0410,P070,526.17,9,2023-03-07,Online
T03110,C0163,P050,922.12,2,2023-03-08,Mobile
T06157,C0269,P061,956.14,10,2023-03-08,Online
T06977,C0241,P055,1066.58,8,2023-03-08,Online
T01556,C0386,P047,207.44,6,2023-03-08,Offline
T01894,C0088,P098,1648.14,2,2023-03-08,Online
T06529,C0336,P055,1589.42,10,2023-03-08,Online
T03458,C0098,P054,1078.04,1,2023-03-08,Online
T05919,C0056,P024,1078.3,1,2023-03-08,Online
T04135,C0007,P065,971.07,2,2023-03-08,Online
T00719,C0320,P022,324.7,9,2023-03-08,Offline
T01806,C0219,P075,906.98,4,2023-03-08,Mobile
T06647,C0050,P092,813.19,9,2023-03-08,Online
T02051,C0229,P098,717.16,1,2023-03-09,Mobile
